host,model,backend,device,gpu_count,gpu_names,power_draw_w_mean,power_draw_w_std,util_gpu_percent_mean,util_gpu_percent_std,util_mem_percent_mean,util_mem_percent_std,mem_used_mb_mean,mem_used_mb_std,temp_c_mean,temp_c_std,duration_sec,num_samples,gpu_energy_j
edge-asus,swin_t,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.387903,0.854184,1.822581,3.139366,0.451613,0.664234,1038.750000,0.000000,40.225806,0.418112,61.010,62,1182.856
edge-asus,swin_t,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.401452,1.021242,3.758065,1.303661,0.451613,0.497653,964.620000,0.000000,37.645161,0.784873,61.010,62,1305.703
edge-asus,swin_v2_b,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,23.561290,0.615694,4.274194,1.676876,0.967742,0.176685,1278.750000,0.000000,43.177419,0.382023,61.009,62,1437.451
edge-asus,swin_v2_b,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,31.801290,2.076976,12.451613,4.973080,1.741935,0.949286,1198.620000,0.000000,40.532258,1.623594,61.010,62,1940.197
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,28.085397,2.470121,6.333333,6.669047,0.873016,0.934218,1094.019841,4.368743,37.428571,1.560569,62.011,63,1741.604
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,24.751587,1.849745,4.904762,4.686063,0.539683,0.498423,991.638889,4.433319,36.238095,1.281298,62.010,63,1534.846
edge-asus,fcn_resnet101,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,26.541111,2.830798,4.714286,5.644012,0.793651,0.945478,1063.861111,5.917719,36.746032,1.246815,62.009,63,1645.788
edge-asus,fcn_resnet50,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,23.607302,1.268705,3.333333,3.854496,0.412698,0.492319,959.384921,3.785107,36.396825,1.062188,62.010,63,1463.889
edge-asus,mc3_18,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.552063,1.041402,2.698413,2.407890,0.539683,0.498423,1092.750000,0.000000,36.888889,0.440458,62.011,63,1336.465
edge-asus,r2plus1d_18,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.716825,1.476748,3.476190,2.159197,0.682540,0.465488,1100.750000,0.000000,37.142857,0.499433,62.012,63,1346.704
edge-asus,r3d_18,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.342698,1.388067,3.412698,2.179522,0.650794,0.476719,1096.750000,0.000000,36.888889,0.361264,62.012,63,1323.503
edge-asus,resnet50,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.539683,0.902232,3.650794,1.299068,0.428571,0.494872,926.750000,0.000000,34.539683,0.586228,62.011,63,1273.686
edge-asus,swin3d_b,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.321905,1.394138,2.904762,2.447638,0.571429,0.494872,1088.750000,0.000000,36.555556,0.636902,62.012,63,1322.214
edge-asus,swin3d_s,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.507460,1.093785,3.682540,2.136793,0.714286,0.451754,1084.750000,0.000000,36.142857,0.638877,62.011,63,1333.699
edge-asus,swin3d_t,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.208571,1.441953,2.841270,2.391827,0.555556,0.496904,1080.750000,0.000000,34.841270,0.694796,62.012,63,1315.186
edge-asus,swin_s,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.530476,0.879391,3.666667,1.272418,0.428571,0.494872,926.750000,0.000000,35.746032,0.470334,62.012,63,1273.136
edge-asus,swin_t,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.694762,1.019123,3.777778,1.174389,0.428571,0.494872,926.750000,0.000000,35.301587,0.523569,62.010,63,1283.282
edge-asus,swin_v2_b,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.492063,0.852921,3.650794,1.274397,0.396825,0.489239,926.750000,0.000000,35.968254,0.397143,62.011,63,1270.733
