host,model,backend,device,cpu_watts_mean,cpu_watts_std,cpu_util_percent_mean,cpu_util_percent_std,cpu_temp_c_mean,cpu_temp_c_std,duration_sec,num_samples
edge-xtreme,deeplabv3_resnet50,stock,cpu,0.000000,0.000000,30.624215,2.380441,63.910454,3.210857,222.025,223
edge-xtreme,fcn_resnet101_sol,stock,cpu,0.000000,0.000000,30.379078,1.932979,70.586215,2.299924,281.033,282
edge-xtreme,fcn_resnet101,stock,cpu,0.000000,0.000000,31.231343,1.987176,70.357976,0.945559,267.031,268
edge-xtreme,fcn_resnet50_sol,stock,cpu,0.000000,0.000000,29.745550,2.266988,65.981675,1.980195,190.022,191
edge-xtreme,fcn_resnet50,stock,cpu,0.000000,0.000000,30.384153,2.348659,65.567623,1.667105,182.020,183
edge-xtreme,mc3_18_sol,stock,cpu,0.000000,0.000000,26.303509,5.909492,65.875000,2.752590,56.006,57
edge-xtreme,mc3_18,stock,cpu,0.000000,0.000000,26.607018,5.050824,67.030702,3.307730,56.006,57
edge-xtreme,mobilenet_v3_large_sol,stock,cpu,0.000000,0.000000,24.463158,5.966239,54.825658,0.410381,18.003,19
edge-xtreme,mobilenet_v3_large,stock,cpu,0.000000,0.000000,25.380769,5.348330,56.407452,0.181076,25.003,26
edge-xtreme,r2plus1d_18_sol,stock,cpu,0.000000,0.000000,26.395082,5.379452,67.211066,2.774716,60.006,61
edge-xtreme,r2plus1d_18,stock,cpu,0.000000,0.000000,26.295238,5.215192,67.444444,2.082503,62.007,63
edge-xtreme,r3d_18_sol,stock,cpu,0.000000,0.000000,26.560714,5.062244,67.131696,2.197289,55.006,56
edge-xtreme,r3d_18,stock,cpu,0.000000,0.000000,26.184483,5.597469,66.078664,2.247771,57.007,58
edge-xtreme,resnet50_sol,stock,cpu,0.000000,0.000000,28.976667,4.793689,58.535417,1.594888,59.007,60
edge-xtreme,resnet50,stock,cpu,0.000000,0.000000,29.545902,3.909240,61.630123,1.365292,60.007,61
edge-xtreme,swin3d_b_sol,stock,cpu,0.000000,0.000000,27.154286,4.978918,63.581250,2.924159,69.008,70
edge-xtreme,swin3d_b,stock,cpu,0.000000,0.000000,27.638356,4.184107,62.360445,3.176772,72.009,73
edge-xtreme,swin3d_s_sol,stock,cpu,0.000000,0.000000,27.624138,4.871356,62.764009,3.601347,57.006,58
edge-xtreme,swin3d_s,stock,cpu,0.000000,0.000000,27.363492,5.591158,62.321429,3.453810,62.007,63
edge-xtreme,swin3d_t_sol,stock,cpu,0.000000,0.000000,27.223529,5.125086,61.567402,3.654018,50.006,51
edge-xtreme,swin3d_t,stock,cpu,0.000000,0.000000,26.792593,5.730873,62.269676,4.051745,53.006,54
edge-xtreme,swin_s_sol,stock,cpu,0.000000,0.000000,30.309677,3.878950,66.877688,0.710893,92.011,93
edge-xtreme,swin_s,stock,cpu,0.000000,0.000000,30.158696,2.606284,65.998641,0.878953,137.016,138
edge-xtreme,swin_t_sol,stock,cpu,0.000000,0.000000,29.003509,5.089238,61.107456,1.245538,56.007,57
edge-xtreme,swin_t,stock,cpu,0.000000,0.000000,29.008750,4.443624,61.115625,0.476406,79.009,80
edge-xtreme,swin_v2_b_sol,stock,cpu,0.000000,0.000000,30.929570,2.598725,68.270497,1.308341,185.023,186
edge-xtreme,swin_v2_b,stock,cpu,0.000000,0.000000,30.094958,2.176260,66.359244,0.658988,237.030,238
robot,deeplabv3_mobilenet_v3_large_sol,stock,cpu,10.202593,2.375173,92.907407,22.917629,89.592593,10.220746,26.003,27
robot,deeplabv3_mobilenet_v3_large,stock,cpu,10.267838,1.701383,96.040541,16.812712,91.108108,8.592215,36.003,37
robot,deeplabv3_resnet101_sol,stock,cpu,9.947683,0.572581,99.452719,6.033460,94.264775,2.829407,422.048,423
robot,deeplabv3_resnet101,stock,cpu,10.136807,0.538992,99.396896,5.538528,94.157428,2.700834,450.047,451
robot,deeplabv3_resnet50_sol,stock,cpu,9.925374,0.583766,99.397865,6.016874,94.330961,3.041949,280.031,281
robot,deeplabv3_resnet50,stock,cpu,10.377810,0.802783,98.717460,6.667103,93.606349,4.319460,314.046,315
robot,fcn_resnet101_sol,stock,cpu,9.999514,0.468962,99.172150,4.913539,94.332710,2.583476,534.063,535
robot,fcn_resnet101,stock,cpu,10.233904,0.557424,99.505542,5.063647,94.070529,2.737014,396.052,397
robot,fcn_resnet50_sol,stock,cpu,10.023668,0.498498,99.256784,5.191958,94.417085,2.874583,397.049,398
robot,fcn_resnet50,stock,cpu,10.221284,0.611053,99.312062,6.296788,94.326848,3.001002,256.028,257
robot,mc3_18_sol,stock,cpu,9.727368,1.797777,86.633333,16.874442,94.228070,4.263338,56.028,57
robot,mc3_18,stock,cpu,9.954074,1.534085,87.090741,13.875922,92.111111,7.307192,53.010,54
robot,mobilenet_v3_large_sol,stock,cpu,8.622500,3.568002,81.441667,36.141792,80.583333,13.549036,11.002,12
robot,mobilenet_v3_large,stock,cpu,8.570000,2.190205,90.806667,25.080629,81.533333,9.715051,14.002,15
robot,r2plus1d_18_sol,stock,cpu,9.856897,1.514912,87.670690,13.994420,92.827586,6.757213,57.012,58
robot,r2plus1d_18,stock,cpu,9.888103,1.794466,86.200000,16.560995,92.103448,7.169595,57.019,58
robot,r3d_18_sol,stock,cpu,9.922679,1.383658,88.151786,13.099087,92.500000,6.633250,55.008,56
robot,r3d_18,stock,cpu,9.859811,1.905749,85.722642,17.277345,92.528302,5.995608,52.016,53
robot,resnet50_sol,stock,cpu,10.323333,1.308904,97.828333,12.971958,92.383333,6.686034,59.006,60
robot,resnet50,stock,cpu,10.582857,1.414419,97.487500,13.624611,92.696429,6.938299,55.005,56
robot,swin3d_b_sol,stock,cpu,10.022969,1.308521,89.498438,12.846054,92.453125,6.214725,63.016,64
robot,swin3d_b,stock,cpu,9.958472,1.301476,86.150000,11.700297,92.680556,5.746560,71.028,72
robot,swin3d_s_sol,stock,cpu,9.828364,1.887566,85.123636,17.227198,92.890909,5.719735,54.024,55
robot,swin3d_s,stock,cpu,9.966140,1.528877,84.308772,13.249711,92.017544,6.760285,56.012,57
robot,swin3d_t_sol,stock,cpu,9.874000,1.839610,83.255556,15.737691,92.111111,6.867709,44.015,45
robot,swin3d_t,stock,cpu,9.846122,1.785551,81.126531,15.096300,91.469388,7.811823,48.018,49
robot,swin_s_sol,stock,cpu,10.229091,0.962978,98.739669,9.634953,93.264463,4.975591,120.013,121
robot,swin_s,stock,cpu,10.050214,0.734521,94.655080,7.265957,90.989305,4.343523,186.039,187
robot,swin_t_sol,stock,cpu,10.296667,1.543903,97.117391,15.283485,92.855072,6.581210,68.007,69
robot,swin_t,stock,cpu,10.218298,1.018364,95.025532,10.004041,90.585106,5.522506,93.020,94
robot,swin_v2_b_sol,stock,cpu,10.144516,0.595037,99.260573,6.036450,94.211470,3.104236,278.026,279
robot,swin_v2_b,stock,cpu,9.956137,0.503527,86.875616,4.713674,91.863014,3.462975,364.126,365
edge-asus,deeplabv3_mobilenet_v3_large_sol,vaccel-remote,cpu,7.453736,0.307467,1.728161,0.239876,43.017241,1.391576,173.029,174
edge-asus,deeplabv3_resnet101_sol,vaccel-remote,cpu,30.166701,4.357535,9.256345,1.599849,52.994924,5.912645,196.036,197
edge-asus,deeplabv3_resnet50_sol,vaccel-remote,cpu,20.043990,2.774428,7.048485,1.309782,48.580808,4.549507,197.031,198
edge-asus,fcn_resnet101_sol,vaccel-remote,cpu,31.088812,4.724067,9.519307,1.685017,50.841584,5.197548,201.036,202
edge-asus,fcn_resnet50_sol,vaccel-remote,cpu,22.839412,2.727052,7.857219,1.197809,50.278075,4.870263,186.030,187
edge-asus,mc3_18_sol,vaccel-remote,cpu,8.522405,2.854665,1.882278,1.335092,41.835443,2.230005,78.015,79
edge-asus,mobilenet_v3_large_sol,vaccel-remote,cpu,7.992917,0.880272,5.587500,1.693938,43.375000,0.484123,23.004,24
edge-asus,r2plus1d_18_sol,vaccel-remote,cpu,8.527692,2.697457,1.997436,1.332048,45.461538,1.473634,77.015,78
edge-asus,r3d_18_sol,vaccel-remote,cpu,8.626410,3.037047,1.862821,1.376554,46.705128,2.063784,77.016,78
edge-asus,resnet50_sol,vaccel-remote,cpu,7.734800,1.048851,5.420000,1.967333,47.080000,0.890842,24.004,25
edge-asus,swin3d_b_sol,vaccel-remote,cpu,8.591772,2.753729,1.888608,1.288212,45.329114,1.548552,78.015,79
edge-asus,swin3d_s_sol,vaccel-remote,cpu,8.612785,2.831332,1.925316,1.345924,46.911392,2.682290,78.015,79
edge-asus,swin3d_t_sol,vaccel-remote,cpu,8.478861,2.727077,1.946835,1.329303,42.670886,0.867435,78.015,79
edge-asus,swin_s_sol,vaccel-remote,cpu,7.970833,0.977620,5.395833,1.673190,44.166667,0.372678,23.004,24
edge-asus,swin_t_sol,vaccel-remote,cpu,7.861250,0.866604,5.537500,1.686419,49.333333,0.745356,23.005,24
edge-asus,swin_v2_b_sol,vaccel-remote,cpu,7.656000,1.029967,5.372000,1.929667,42.400000,0.938083,24.004,25
robot,deeplabv3_mobilenet_v3_large_sol,vaccel-remote,cpu_target-cpu,1.746474,0.117117,16.165896,1.870193,55.583815,2.734953,172.046,173
robot,deeplabv3_mobilenet_v3_large_sol,vaccel-remote,cpu_target-gpu,1.762156,0.129255,16.452695,2.023331,52.964072,2.199325,166.042,167
robot,deeplabv3_resnet101_sol,vaccel-remote,cpu_target-cpu,1.680204,0.149192,15.098469,2.333397,57.209184,1.635735,195.046,196
robot,deeplabv3_resnet101_sol,vaccel-remote,cpu_target-gpu,1.902774,0.179053,18.329677,2.664345,57.561290,2.462844,154.039,155
robot,deeplabv3_resnet50_sol,vaccel-remote,cpu_target-cpu,1.659848,0.139125,15.020305,2.341372,56.157360,1.866240,196.043,197
robot,deeplabv3_resnet50_sol,vaccel-remote,cpu_target-gpu,1.834356,0.144592,17.483436,2.282724,55.803681,2.493818,162.039,163
robot,fcn_resnet101_sol,vaccel-remote,cpu_target-cpu,1.677662,0.151654,14.539303,2.512832,56.233831,1.874163,200.051,201
robot,fcn_resnet101_sol,vaccel-remote,cpu_target-gpu,1.980395,0.167178,18.633553,2.738011,59.026316,1.902033,151.033,152
robot,fcn_resnet50_sol,vaccel-remote,cpu_target-cpu,1.725591,0.133549,15.678495,2.137522,57.107527,2.466822,185.040,186
robot,fcn_resnet50_sol,vaccel-remote,cpu_target-gpu,1.884364,0.144546,17.215152,2.212598,58.054545,2.078037,164.035,165
robot,mc3_18_sol,vaccel-remote,cpu_target-cpu,9.233974,1.942347,71.725641,12.819741,85.230769,10.602277,77.018,78
robot,mc3_18_sol,vaccel-remote,cpu_target-gpu,9.649315,1.629186,76.323288,10.851987,87.753425,8.649619,72.022,73
robot,mobilenet_v3_large_sol,vaccel-remote,cpu_target-cpu,1.678261,0.227800,45.821739,10.388663,50.782609,1.019656,22.004,23
robot,mobilenet_v3_large_sol,vaccel-remote,cpu_target-gpu,2.162941,0.457587,57.100000,17.966996,50.647059,2.084711,16.003,17
robot,r2plus1d_18_sol,vaccel-remote,cpu_target-cpu,9.265195,1.788736,72.255844,11.127508,85.324675,9.490175,76.018,77
robot,r2plus1d_18_sol,vaccel-remote,cpu_target-gpu,9.560405,1.863868,75.483784,13.028835,87.256757,9.033064,73.016,74
robot,r3d_18_sol,vaccel-remote,cpu_target-cpu,9.263766,1.977654,72.276623,11.983299,84.961039,10.112923,76.018,77
robot,r3d_18_sol,vaccel-remote,cpu_target-gpu,9.564459,1.854153,75.667568,12.999731,86.851351,9.426361,73.012,74
robot,resnet50_sol,vaccel-remote,cpu_target-cpu,1.649583,0.269652,44.350000,12.889725,51.416667,1.351440,23.006,24
robot,resnet50_sol,vaccel-remote,cpu_target-gpu,2.142353,0.517568,57.170588,20.611869,52.235294,2.044488,16.002,17
robot,swin3d_b_sol,vaccel-remote,cpu_target-cpu,9.185641,2.046472,71.579487,13.531297,84.794872,10.919706,77.017,78
robot,swin3d_b_sol,vaccel-remote,cpu_target-gpu,9.593919,1.800593,75.783784,12.502854,89.054054,7.414179,73.014,74
robot,swin3d_s_sol,vaccel-remote,cpu_target-cpu,9.127564,2.063545,71.239744,13.581344,83.115385,11.123987,77.016,78
robot,swin3d_s_sol,vaccel-remote,cpu_target-gpu,9.538919,1.878962,75.468919,13.013007,87.324324,9.288336,73.019,74
robot,swin3d_t_sol,vaccel-remote,cpu_target-cpu,9.091154,2.069919,71.176923,13.321815,81.730769,11.469774,77.021,78
robot,swin3d_t_sol,vaccel-remote,cpu_target-gpu,9.562740,1.669673,75.986301,10.826165,85.931507,7.767739,72.019,73
robot,swin_s_sol,vaccel-remote,cpu_target-cpu,1.679565,0.227491,45.778261,10.163958,51.826087,1.166644,22.007,23
robot,swin_s_sol,vaccel-remote,cpu_target-gpu,2.237500,0.425125,60.287500,15.973176,52.125000,1.653595,15.004,16
robot,swin_t_sol,vaccel-remote,cpu_target-cpu,1.702609,0.234932,45.934783,10.291643,51.782609,1.613975,22.005,23
robot,swin_t_sol,vaccel-remote,cpu_target-gpu,2.246250,0.418089,60.375000,16.035293,52.250000,1.677051,15.002,16
robot,swin_v2_b_sol,vaccel-remote,cpu_target-cpu,1.689167,0.291646,44.670833,13.148716,52.083333,1.255543,23.007,24
robot,swin_v2_b_sol,vaccel-remote,cpu_target-gpu,2.182941,0.497260,57.688235,19.393264,52.411765,1.331025,16.003,17
