host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
robot,swin3d_t,sol,cpu,0.000011,0.000076,0.000010,0.000064,61.010,62
robot,swin_s,ptc,cpu,0.000290,0.000774,0.000752,0.001955,61.010,62
robot,swin_s,sol,cpu,0.000000,0.000000,0.000000,0.000000,61.006,62
robot,swin_t,ptc,cpu,0.000000,0.000000,0.000000,0.000000,61.008,62
robot,swin_t,sol,cpu,0.000010,0.000076,0.000010,0.000076,61.006,62
robot,swin_v2_b,ptc,cpu,0.000000,0.000000,0.000000,0.000000,61.016,62
robot,swin_v2_b,sol,cpu,0.000132,0.000579,0.000497,0.001977,61.007,62
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,cpu,2.541267,0.623582,27.500132,6.270984,62.010,63
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,gpu,3.535294,0.801129,38.282508,8.192457,62.012,63
edge-asus,deeplabv3_resnet101,vaccel-remote-torch,cpu,2.810175,0.634779,17.206200,3.809789,62.011,63
edge-asus,deeplabv3_resnet101,vaccel-remote-torch,gpu,5.192097,1.115976,31.680652,6.769937,62.012,63
edge-asus,deeplabv3_resnet50,vaccel-remote-ptc,gpu,2.224284,0.521449,46.921797,10.364458,62.010,63
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,cpu,2.788875,0.745533,30.169144,8.057498,62.010,63
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,gpu,3.612522,0.766278,38.997073,8.067491,62.011,63
edge-asus,deeplabv3_resnet50,vaccel-remote-torch,cpu,3.342997,0.733178,20.454187,4.245265,62.009,63
edge-asus,deeplabv3_resnet50,vaccel-remote-torch,gpu,5.295971,1.116878,32.296908,6.894659,62.012,63
edge-asus,fcn_resnet101,vaccel-remote-sol,cpu,2.408378,0.592072,26.001462,6.007917,62.013,63
edge-asus,fcn_resnet101,vaccel-remote-sol,gpu,3.599106,0.774438,38.957697,8.221067,62.011,63
edge-asus,fcn_resnet101,vaccel-remote-torch,cpu,2.984981,0.673597,18.258716,4.067459,62.011,63
edge-asus,fcn_resnet101,vaccel-remote-torch,gpu,5.128000,1.466285,31.281556,8.929589,62.012,63
edge-asus,fcn_resnet50,vaccel-remote-sol,cpu,2.713632,0.650661,29.407775,6.523873,62.011,63
edge-asus,fcn_resnet50,vaccel-remote-sol,gpu,3.429943,0.995778,37.120156,10.675895,62.011,63
edge-asus,fcn_resnet50,vaccel-remote-torch,cpu,3.598133,0.843498,22.000832,5.062751,62.010,63
edge-asus,fcn_resnet50,vaccel-remote-torch,gpu,5.349744,1.149477,32.605481,6.995027,62.010,63
edge-asus,mc3_18,vaccel-remote-ptc,cpu,9.226890,2.079215,0.027011,0.005892,62.008,63
edge-asus,mc3_18,vaccel-remote-ptc,gpu,16.813840,3.608303,0.048502,0.010436,62.011,63
edge-asus,mc3_18,vaccel-remote-sol,cpu,11.134014,3.135260,0.031702,0.008766,62.011,63
edge-asus,mc3_18,vaccel-remote-sol,gpu,16.129017,3.362048,0.045871,0.009513,62.012,63
edge-asus,mc3_18,vaccel-remote-torch,cpu,10.942590,2.453582,0.031167,0.008159,62.011,63
edge-asus,mc3_18,vaccel-remote-torch,gpu,16.928014,3.527622,0.047633,0.011192,62.012,63
edge-asus,r2plus1d_18,vaccel-remote-ptc,cpu,8.006806,1.937945,0.023187,0.005238,62.007,63
edge-asus,r2plus1d_18,vaccel-remote-ptc,gpu,16.470576,3.479835,0.047235,0.009976,62.012,63
edge-asus,r2plus1d_18,vaccel-remote-sol,cpu,11.591592,2.564928,0.032913,0.007064,62.012,63
edge-asus,r2plus1d_18,vaccel-remote-sol,gpu,16.205303,3.442729,0.046189,0.009769,62.012,63
edge-asus,r2plus1d_18,vaccel-remote-torch,cpu,8.998603,2.648518,0.026575,0.008592,62.012,63
edge-asus,r2plus1d_18,vaccel-remote-torch,gpu,16.203698,3.506824,0.045613,0.010925,62.012,63
edge-asus,r3d_18,vaccel-remote-ptc,cpu,9.379437,2.672077,0.026851,0.007283,62.007,63
edge-asus,r3d_18,vaccel-remote-ptc,gpu,16.699398,3.551418,0.048133,0.010225,62.012,63
edge-asus,r3d_18,vaccel-remote-sol,cpu,11.553448,2.575772,0.033184,0.007309,62.012,63
edge-asus,r3d_18,vaccel-remote-sol,gpu,16.167165,3.401293,0.046292,0.009700,62.011,63
edge-asus,r3d_18,vaccel-remote-torch,cpu,11.021256,2.444011,0.033881,0.006588,62.011,63
edge-asus,r3d_18,vaccel-remote-torch,gpu,16.279944,4.661209,0.046132,0.013986,62.013,63
edge-asus,resnet50,vaccel-remote-ptc,cpu,7.799986,2.217418,0.070540,0.019691,62.008,63
edge-asus,resnet50,vaccel-remote-ptc,gpu,8.138052,2.779972,0.071779,0.025187,62.012,63
edge-asus,resnet50,vaccel-remote-sol,cpu,8.176171,1.738200,0.074568,0.015642,62.011,63
edge-asus,resnet50,vaccel-remote-sol,gpu,8.166576,1.775382,0.074430,0.016226,62.010,63
edge-asus,resnet50,vaccel-remote-torch,cpu,8.162549,1.775032,0.074422,0.015819,62.012,63
edge-asus,resnet50,vaccel-remote-torch,gpu,8.162525,1.734689,0.074262,0.015790,62.012,63
edge-asus,swin3d_b,vaccel-remote-sol,cpu,11.515375,2.480077,0.033079,0.007139,62.011,63
edge-asus,swin3d_b,vaccel-remote-sol,gpu,16.090957,3.384302,0.045913,0.009656,62.012,63
edge-asus,swin3d_b,vaccel-remote-torch,cpu,6.062532,1.619523,0.017560,0.005758,62.011,63
edge-asus,swin3d_b,vaccel-remote-torch,gpu,14.221157,4.077937,0.039532,0.010367,62.012,63
edge-asus,swin3d_s,vaccel-remote-ptc,gpu,14.335219,3.148442,0.039744,0.008531,62.012,63
edge-asus,swin3d_s,vaccel-remote-sol,cpu,11.019689,3.031863,0.031314,0.008575,62.012,63
edge-asus,swin3d_s,vaccel-remote-sol,gpu,16.357798,3.485184,0.046563,0.009908,62.012,63
edge-asus,swin3d_s,vaccel-remote-torch,cpu,8.387967,2.035409,0.023902,0.005336,62.011,63
edge-asus,swin3d_s,vaccel-remote-torch,gpu,15.059627,3.255710,0.041541,0.008931,62.011,63
edge-asus,swin3d_t,vaccel-remote-sol,cpu,11.591595,2.556599,0.032978,0.007200,62.011,63
edge-asus,swin3d_t,vaccel-remote-sol,gpu,15.633471,4.293317,0.044837,0.012313,62.013,63
edge-asus,swin_s,vaccel-remote-ptc,cpu,5.540278,1.219070,0.051238,0.010836,62.007,63
edge-asus,swin_s,vaccel-remote-ptc,gpu,8.047265,2.449890,0.069871,0.021535,62.012,63
edge-asus,swin_s,vaccel-remote-sol,cpu,8.175995,1.735593,0.074137,0.015708,62.011,63
edge-asus,swin_s,vaccel-remote-sol,gpu,8.175937,1.736941,0.073429,0.015602,62.011,63
edge-asus,swin_s,vaccel-remote-torch,cpu,7.094640,1.935304,0.065438,0.017967,62.011,63
edge-asus,swin_s,vaccel-remote-torch,gpu,7.990135,2.217193,0.069948,0.019215,62.012,63
edge-asus,swin_t,vaccel-remote-ptc,cpu,7.866946,1.694705,0.071694,0.015155,62.006,63
edge-asus,swin_t,vaccel-remote-ptc,gpu,8.171125,1.740690,0.071094,0.015134,62.012,63
edge-asus,swin_t,vaccel-remote-sol,cpu,7.899540,2.297779,0.072757,0.021764,62.012,63
edge-asus,swin_t,vaccel-remote-sol,gpu,8.166624,1.774532,0.074302,0.017017,62.012,63
edge-asus,swin_t,vaccel-remote-torch,cpu,8.172087,1.737680,0.074494,0.015506,62.011,63
edge-asus,swin_t,vaccel-remote-torch,gpu,8.162589,1.750454,0.074381,0.015761,62.011,63
edge-asus,swin_v2_b,vaccel-remote-ptc,gpu,8.171333,1.736800,0.071651,0.015551,62.012,63
edge-asus,swin_v2_b,vaccel-remote-sol,cpu,7.966097,2.131594,0.072056,0.019160,62.011,63
edge-asus,swin_v2_b,vaccel-remote-sol,gpu,8.166435,1.732935,0.073610,0.015646,62.012,63
edge-asus,swin_v2_b,vaccel-remote-torch,cpu,5.054073,1.085975,0.046678,0.009797,62.011,63
edge-asus,swin_v2_b,vaccel-remote-torch,gpu,8.162922,1.772900,0.074681,0.016493,62.012,63
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-cpu,27.808858,5.180928,2.582563,0.482374,61.019,62
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-gpu,38.689902,6.703380,3.591608,0.636722,61.012,62
robot,deeplabv3_resnet101,vaccel-remote-torch,cpu_target-cpu,17.332308,2.974021,2.855042,0.522088,61.021,62
robot,deeplabv3_resnet101,vaccel-remote-torch,cpu_target-gpu,31.976411,5.405370,5.275181,0.899431,61.023,62
robot,deeplabv3_resnet50,vaccel-remote-ptc,cpu_target-gpu,47.414939,8.072013,2.271829,0.447763,61.012,62
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-cpu,30.495455,6.916276,2.834261,0.656843,61.012,62
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-gpu,39.496115,6.183078,3.670584,0.621125,61.014,62
robot,deeplabv3_resnet50,vaccel-remote-torch,cpu_target-cpu,20.623766,3.402209,3.396398,0.558851,61.017,62
robot,deeplabv3_resnet50,vaccel-remote-torch,cpu_target-gpu,32.581187,5.276040,5.380661,0.913023,61.019,62
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-cpu,26.331058,4.710923,2.447502,0.465762,61.021,62
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-gpu,39.361966,6.276755,3.657689,0.635103,61.011,62
robot,fcn_resnet101,vaccel-remote-torch,cpu_target-cpu,18.406939,3.120782,3.032647,0.580665,61.012,62
robot,fcn_resnet101,vaccel-remote-torch,cpu_target-gpu,31.573277,7.929960,5.210024,1.323700,61.017,62
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-cpu,29.689579,5.280175,2.757756,0.507798,61.015,62
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-gpu,37.481298,9.471893,3.485719,0.897672,61.010,62
robot,fcn_resnet50,vaccel-remote-torch,cpu_target-cpu,22.169211,4.025949,3.655663,0.681294,61.011,62
robot,fcn_resnet50,vaccel-remote-torch,cpu_target-gpu,32.916798,5.576543,5.435373,0.937949,61.027,62
robot,mc3_18,vaccel-remote-ptc,cpu_target-cpu,0.022577,0.003835,9.376324,1.722971,61.027,62
robot,mc3_18,vaccel-remote-ptc,cpu_target-gpu,0.040547,0.007027,17.086224,3.015520,61.035,62
robot,mc3_18,vaccel-remote-sol,cpu_target-cpu,0.027190,0.006545,11.313506,2.832398,61.016,62
robot,mc3_18,vaccel-remote-sol,cpu_target-gpu,0.039316,0.006195,16.389044,2.624445,61.029,62
robot,mc3_18,vaccel-remote-torch,cpu_target-cpu,0.026156,0.004385,11.118665,2.033083,61.014,62
robot,mc3_18,vaccel-remote-torch,cpu_target-gpu,0.040242,0.006566,17.200639,2.838489,61.025,62
robot,r2plus1d_18,vaccel-remote-ptc,cpu_target-cpu,0.019402,0.003403,8.136556,1.637470,61.023,62
robot,r2plus1d_18,vaccel-remote-ptc,cpu_target-gpu,0.039505,0.006529,16.737550,2.874634,61.026,62
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-cpu,0.028219,0.004830,11.778456,2.124288,61.027,62
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-gpu,0.039603,0.006565,16.466566,2.791490,61.032,62
robot,r2plus1d_18,vaccel-remote-torch,cpu_target-cpu,0.021769,0.005523,9.142905,2.475762,61.031,62
robot,r2plus1d_18,vaccel-remote-torch,cpu_target-gpu,0.038456,0.006323,16.464579,2.807901,61.043,62
robot,r3d_18,vaccel-remote-ptc,cpu_target-cpu,0.022458,0.005031,9.531374,2.257049,61.018,62
robot,r3d_18,vaccel-remote-ptc,cpu_target-gpu,0.040256,0.006779,16.970006,2.943942,61.033,62
robot,r3d_18,vaccel-remote-sol,cpu_target-cpu,0.028429,0.004765,11.739713,2.075188,61.020,62
robot,r3d_18,vaccel-remote-sol,cpu_target-gpu,0.039669,0.006452,16.427800,2.723878,61.032,62
robot,r3d_18,vaccel-remote-torch,cpu_target-cpu,0.026273,0.004493,11.196147,2.026255,61.022,62
robot,r3d_18,vaccel-remote-torch,cpu_target-gpu,0.038876,0.009790,16.542048,4.235864,61.034,62
robot,resnet50,vaccel-remote-ptc,cpu_target-cpu,0.067200,0.016663,7.928305,1.964387,61.017,62
robot,resnet50,vaccel-remote-ptc,cpu_target-gpu,0.069076,0.021437,8.264256,2.571682,61.027,62
robot,resnet50,vaccel-remote-sol,cpu_target-cpu,0.071990,0.011760,8.308171,1.379317,61.024,62
robot,resnet50,vaccel-remote-sol,cpu_target-gpu,0.071782,0.011962,8.298548,1.403990,61.019,62
robot,resnet50,vaccel-remote-torch,cpu_target-cpu,0.069569,0.011733,8.293137,1.404002,61.027,62
robot,resnet50,vaccel-remote-torch,cpu_target-gpu,0.069442,0.011624,8.293165,1.404784,61.016,62
robot,swin3d_b,vaccel-remote-sol,cpu_target-cpu,0.028389,0.004729,11.701303,2.054389,61.018,62
robot,swin3d_b,vaccel-remote-sol,cpu_target-gpu,0.039371,0.006535,16.350310,2.712450,61.027,62
robot,swin3d_b,vaccel-remote-torch,cpu_target-cpu,0.014452,0.002634,6.159840,1.442917,61.024,62
robot,swin3d_b,vaccel-remote-torch,cpu_target-gpu,0.033779,0.008422,14.450090,3.704305,61.033,62
robot,swin3d_s,vaccel-remote-ptc,cpu_target-gpu,0.034060,0.005582,14.566306,2.513982,61.037,62
robot,swin3d_s,vaccel-remote-sol,cpu_target-cpu,0.027208,0.006473,11.198255,2.718801,61.016,62
robot,swin3d_s,vaccel-remote-sol,cpu_target-gpu,0.039918,0.006703,16.621519,2.866455,61.035,62
robot,swin3d_s,vaccel-remote-torch,cpu_target-cpu,0.020490,0.003642,8.523052,1.726034,61.026,62
robot,swin3d_s,vaccel-remote-torch,cpu_target-gpu,0.035692,0.005995,15.302373,2.670394,61.033,62
robot,swin3d_t,vaccel-remote-sol,cpu_target-cpu,0.028303,0.004710,11.778498,2.111727,61.017,62
robot,swin3d_t,vaccel-remote-sol,cpu_target-gpu,0.038131,0.009138,15.885544,3.851417,61.035,62
robot,swin_s,vaccel-remote-ptc,cpu_target-cpu,0.048294,0.008088,5.631224,0.981235,61.014,62
robot,swin_s,vaccel-remote-ptc,cpu_target-gpu,0.068397,0.019122,8.176916,2.297776,61.024,62
robot,swin_s,vaccel-remote-sol,cpu_target-cpu,0.072042,0.011771,8.307703,1.398981,61.024,62
robot,swin_s,vaccel-remote-sol,cpu_target-gpu,0.071471,0.011671,8.307668,1.406364,61.020,62
robot,swin_s,vaccel-remote-torch,cpu_target-cpu,0.061082,0.014819,7.208110,1.765534,61.017,62
robot,swin_s,vaccel-remote-torch,cpu_target-gpu,0.068058,0.016594,8.118818,1.973863,61.020,62
robot,swin_t,vaccel-remote-ptc,cpu_target-cpu,0.067716,0.011431,7.996352,1.399040,61.025,62
robot,swin_t,vaccel-remote-ptc,cpu_target-gpu,0.069674,0.011730,8.303132,1.406356,61.012,62
robot,swin_t,vaccel-remote-sol,cpu_target-cpu,0.069558,0.017830,8.026579,2.069017,61.017,62
robot,swin_t,vaccel-remote-sol,cpu_target-gpu,0.071487,0.012115,8.298532,1.401751,61.024,62
robot,swin_t,vaccel-remote-torch,cpu_target-cpu,0.069645,0.011334,8.302840,1.360573,61.018,62
robot,swin_t,vaccel-remote-torch,cpu_target-gpu,0.069548,0.011714,8.293203,1.402106,61.019,62
robot,swin_v2_b,vaccel-remote-ptc,cpu_target-gpu,0.069519,0.011231,8.302844,1.378998,61.026,62
robot,swin_v2_b,vaccel-remote-sol,cpu_target-cpu,0.070045,0.016174,8.094479,1.885253,61.022,62
robot,swin_v2_b,vaccel-remote-sol,cpu_target-gpu,0.071706,0.012010,8.298485,1.403647,61.025,62
robot,swin_v2_b,vaccel-remote-torch,cpu_target-cpu,0.043545,0.007168,5.134837,0.882197,61.019,62
robot,swin_v2_b,vaccel-remote-torch,cpu_target-gpu,0.069558,0.011657,8.293165,1.453705,61.024,62
