host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
robot,resnet50,vaccel-local-ptc,cpu,0.000043,0.000176,0.000137,0.000585,240.024,241
robot,resnet50,vaccel-local-sol,cpu,0.000035,0.000143,0.000085,0.000401,240.022,241
robot,swin3d_b,aoti,cpu,0.000254,0.000109,0.000097,0.000080,240.051,241
robot,swin3d_b,ptc,cpu,0.000271,0.000112,0.000113,0.000096,241.049,242
robot,swin3d_b,sol,cpu,0.000260,0.000113,0.000102,0.000090,241.028,242
robot,swin3d_b,vaccel-local-ptc,cpu,0.000006,0.000048,0.000006,0.000048,241.051,242
robot,swin3d_b,vaccel-local-sol,cpu,0.000006,0.000054,0.000004,0.000036,240.025,241
robot,swin3d_s,aoti,cpu,0.000255,0.000103,0.000099,0.000082,240.052,241
robot,swin3d_s,ptc,cpu,0.000265,0.000116,0.000105,0.000090,240.057,241
robot,swin3d_s,sol,cpu,0.000251,0.000099,0.000096,0.000085,240.022,241
robot,swin3d_s,vaccel-local-ptc,cpu,0.000003,0.000030,0.000002,0.000017,240.055,241
robot,swin3d_s,vaccel-local-sol,cpu,0.000006,0.000054,0.000004,0.000036,240.023,241
robot,swin_s,aoti,cpu,0.000257,0.000105,0.000100,0.000082,240.051,241
robot,swin_s,ptc,cpu,0.000260,0.000115,0.000101,0.000089,240.034,241
robot,swin_s,sol,cpu,0.000256,0.000108,0.000098,0.000085,240.023,241
robot,swin_s,vaccel-local-ptc,cpu,0.000008,0.000054,0.000007,0.000050,240.032,241
robot,swin_s,vaccel-local-sol,cpu,0.000006,0.000040,0.000005,0.000037,240.029,241
robot,swin_t,aoti,cpu,0.000261,0.000106,0.000102,0.000081,240.030,241
robot,swin_t,ptc,cpu,0.000255,0.000108,0.000098,0.000084,240.026,241
robot,swin_t,sol,cpu,0.000265,0.000111,0.000107,0.000094,240.025,241
robot,swin_t,vaccel-local-ptc,cpu,0.386085,2.700009,0.006303,0.044394,240.031,241
robot,swin_t,vaccel-local-sol,cpu,0.000006,0.000039,0.000004,0.000031,240.028,241
robot,swin_v2_b,aoti,cpu,0.000263,0.000107,0.000106,0.000091,240.065,241
robot,swin_v2_b,ptc,cpu,0.000255,0.000105,0.000096,0.000084,241.079,242
robot,swin_v2_b,sol,cpu,0.000255,0.000107,0.000098,0.000088,240.029,241
robot,swin_v2_b,vaccel-local-ptc,cpu,0.000032,0.000276,0.000080,0.000725,240.071,241
robot,swin_v2_b,vaccel-local-sol,cpu,0.000006,0.000045,0.000005,0.000037,240.026,241
