host,model,backend,device,cpu_watts_mean,cpu_watts_std,cpu_util_percent_mean,cpu_util_percent_std,cpu_temp_c_mean,cpu_temp_c_std,duration_sec,num_samples,cpu_energy_j,cpu_energy_j_total
robot,r2plus1d_18,vaccel-local-ptc,cpu,10.390083,1.482976,95.806639,14.211603,91.680498,5.713926,240.026,241,2493.890,2511.396
robot,r2plus1d_18,vaccel-local-sol,cpu,10.302355,1.361972,97.072727,13.885643,92.958678,5.604598,241.026,242,2483.136,2493.743
robot,r3d_18,aoti,cpu,10.329215,1.307754,97.175620,13.076022,92.909091,5.480242,241.020,242,2489.547,2500.092
robot,r3d_18,ptc,cpu,10.306680,1.444685,96.724066,14.427026,92.933610,4.994162,240.030,241,2473.913,2489.537
robot,r3d_18,sol,cpu,10.255519,1.410159,96.754772,14.403627,93.381743,5.684251,240.023,241,2461.560,2476.050
robot,r3d_18,vaccel-local-ptc,cpu,10.352614,1.474762,96.710373,14.655415,92.514523,5.475786,240.034,241,2484.979,2502.225
robot,r3d_18,vaccel-local-sol,cpu,10.273361,1.492621,96.604149,15.093737,92.950207,5.756974,240.028,241,2465.894,2480.563
robot,resnet50,aoti,cpu,10.536100,1.937346,96.024066,17.597041,88.796680,6.848399,240.027,241,2528.948,2542.693
robot,resnet50,ptc,cpu,10.444772,1.916337,96.012033,17.681647,90.095436,7.133233,240.024,241,2506.996,2520.305
robot,resnet50,sol,cpu,10.505975,1.837484,96.779253,16.693771,90.311203,6.734952,240.024,241,2521.686,2535.143
robot,resnet50,vaccel-local-ptc,cpu,10.485145,1.904238,96.196680,17.800219,91.585062,6.423022,240.024,241,2516.686,2529.890
robot,resnet50,vaccel-local-sol,cpu,10.458133,1.911926,96.175104,17.569944,88.788382,7.063496,240.022,241,2510.182,2523.010
robot,swin3d_b,aoti,cpu,10.319585,0.770274,91.123237,7.277245,92.506224,4.361393,240.051,241,2477.227,2495.727
robot,swin3d_b,ptc,cpu,10.210000,1.276343,90.316529,12.174681,91.739669,5.778486,241.049,242,2461.110,2471.540
robot,swin3d_b,sol,cpu,10.159463,1.244427,97.200826,12.982044,93.095041,5.213149,241.028,242,2448.715,2461.576
robot,swin3d_b,vaccel-local-ptc,cpu,10.302975,1.149089,90.913223,10.907382,91.871901,5.834150,241.051,242,2483.542,2494.085
robot,swin3d_b,vaccel-local-sol,cpu,10.317552,1.266018,97.456017,12.606541,92.742739,5.472697,240.025,241,2476.470,2494.196
robot,swin3d_s,aoti,cpu,10.347925,1.104416,90.544398,10.367091,92.074689,5.413467,240.052,241,2484.040,2500.972
robot,swin3d_s,ptc,cpu,10.205270,1.378561,90.598340,13.129366,91.497925,5.822495,240.057,241,2449.846,2468.373
robot,swin3d_s,sol,cpu,9.997967,1.448001,96.603734,15.122060,92.975104,5.335954,240.022,241,2399.732,2415.171
robot,swin3d_s,vaccel-local-ptc,cpu,10.403444,1.468701,90.353527,13.119378,90.713693,6.644264,240.055,241,2497.399,2512.355
robot,swin3d_s,vaccel-local-sol,cpu,10.448340,1.565733,96.800830,14.349520,90.854772,6.243974,240.023,241,2507.842,2526.168
robot,swin_s,aoti,cpu,10.107842,1.247547,93.072199,12.311369,89.547718,5.028426,240.051,241,2426.398,2440.145
robot,swin_s,ptc,cpu,10.033776,1.614654,92.588797,16.034434,88.730290,5.986662,240.034,241,2408.447,2422.771
robot,swin_s,sol,cpu,10.294315,1.718914,96.251037,17.374876,92.385892,6.314415,240.023,241,2470.872,2484.159
robot,swin_s,vaccel-local-ptc,cpu,10.141494,1.468810,93.282158,14.541663,89.195021,5.970131,240.032,241,2434.283,2450.212
robot,swin_s,vaccel-local-sol,cpu,10.186971,1.684512,96.331950,17.184986,92.394191,6.099300,240.029,241,2445.168,2457.403
robot,swin_t,aoti,cpu,10.123320,1.725457,92.511203,16.934930,88.883817,6.529457,240.030,241,2429.900,2443.702
robot,swin_t,ptc,cpu,10.149129,1.712849,93.115353,16.864207,89.883817,6.079264,240.026,241,2436.055,2449.482
robot,swin_t,sol,cpu,10.302116,1.810166,96.122822,18.009189,92.307054,6.307895,240.025,241,2472.765,2486.246
robot,swin_t,vaccel-local-ptc,cpu,10.098216,1.580369,94.463071,14.687220,89.593361,5.386378,240.031,241,2423.885,2436.865
robot,swin_t,vaccel-local-sol,cpu,10.346888,1.775681,96.102905,17.481944,91.817427,7.383948,240.028,241,2483.543,2496.793
robot,swin_v2_b,aoti,cpu,9.996058,0.935708,85.185892,8.403732,89.556017,4.814179,240.065,241,2399.704,2413.335
robot,swin_v2_b,ptc,cpu,9.933306,1.415148,85.047107,13.034621,89.400826,5.346707,241.079,242,2394.711,2404.861
robot,swin_v2_b,sol,cpu,10.287137,1.597664,96.771784,16.029626,92.302905,6.422499,240.029,241,2469.211,2485.341
robot,swin_v2_b,vaccel-local-ptc,cpu,9.945436,1.315154,85.915353,12.291176,90.875519,5.256991,240.071,241,2387.611,2402.251
robot,swin_v2_b,vaccel-local-sol,cpu,10.289585,1.570193,96.714523,15.904421,93.029046,5.559485,240.026,241,2469.768,2482.217
