host,model,backend,device,gpu_count,gpu_names,power_draw_w_mean,power_draw_w_std,util_gpu_percent_mean,util_gpu_percent_std,util_mem_percent_mean,util_mem_percent_std,mem_used_mb_mean,mem_used_mb_std,temp_c_mean,temp_c_std,duration_sec,num_samples,gpu_energy_j
edge-asus,r2plus1d_18,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.761667,1.181280,1.625000,2.595067,0.833333,1.312335,1096.620000,0.000000,52.625000,0.806872,23.004,24,477.601
edge-asus,r2plus1d_18,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,23.150417,1.636283,2.666667,4.450343,0.291667,0.454530,1010.620000,0.000000,52.916667,1.351440,23.003,24,532.529
edge-asus,r2plus1d_18,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.018261,1.186612,2.260870,2.862310,1.217391,1.531028,1172.750000,0.000000,52.304348,0.748028,22.003,23,462.465
edge-asus,r3d_18,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.611304,0.637947,0.695652,1.516139,0.173913,0.379035,1052.620000,0.000000,52.565217,0.647811,22.002,23,431.488
edge-asus,r3d_18,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,23.581667,1.948182,3.833333,5.550275,0.250000,0.433013,1004.620000,0.000000,53.000000,1.732051,23.004,24,542.473
edge-asus,r3d_18,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.627391,0.729826,0.521739,1.347125,0.130435,0.336781,1112.750000,0.000000,51.826087,0.916144,22.003,23,431.861
edge-asus,resnet50,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,44.937500,16.807053,19.250000,16.391690,4.750000,3.832427,1052.620000,0.000000,45.000000,1.581139,3.000,4,134.812
edge-asus,resnet50,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,50.772000,19.800214,35.400000,28.910898,2.800000,2.400000,928.620000,0.000000,42.800000,2.039608,4.000,5,203.088
edge-asus,resnet50,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,45.362500,15.153508,18.500000,18.553975,3.000000,3.000000,974.750000,0.000000,35.500000,1.658312,3.001,4,136.133
edge-asus,swin3d_b,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.580870,1.075223,1.391304,2.181725,0.565217,0.876063,1406.620000,0.000000,53.000000,0.780189,22.003,23,452.841
edge-asus,swin3d_b,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,23.391667,2.061845,2.583333,4.846964,0.833333,1.545603,1342.620000,0.000000,52.708333,0.675720,23.003,24,538.079
edge-asus,swin3d_b,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.408696,1.316082,2.608696,3.656312,1.608696,2.279190,1382.750000,0.000000,49.739130,0.895272,22.004,23,471.077
edge-asus,swin3d_s,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.666522,0.809442,1.391304,1.905122,0.347826,0.476280,1224.620000,0.000000,52.173913,0.815724,22.004,23,432.742
edge-asus,swin3d_s,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,21.778261,1.449263,1.478261,3.228535,0.347826,0.758069,1224.620000,0.000000,51.347826,1.087826,22.003,23,479.187
edge-asus,swin3d_s,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,20.299565,1.160901,2.347826,3.225020,1.043478,1.428841,1206.750000,0.000000,47.739130,1.111888,22.003,23,446.651
edge-asus,swin3d_t,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.652609,0.511054,0.608696,1.010343,0.217391,0.412471,1114.620000,0.000000,51.173913,0.815724,22.004,23,410.432
edge-asus,swin3d_t,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,19.710000,0.922841,1.695652,2.330045,0.347826,0.476280,1080.620000,0.000000,48.304348,1.299993,22.002,23,433.659
edge-asus,swin3d_t,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,18.546957,0.627690,0.869565,1.649884,0.434783,0.824942,1098.750000,0.000000,43.695652,1.572447,22.004,23,408.107
edge-asus,swin_s,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,53.492500,17.191536,33.000000,19.403608,8.000000,5.049752,1078.620000,0.000000,48.500000,1.658312,3.001,4,160.531
edge-asus,swin_s,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,61.798333,17.632400,46.500000,32.902634,4.000000,2.828427,1092.620000,0.000000,45.500000,2.362908,5.001,6,309.053
edge-asus,swin_s,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,61.021667,19.301149,29.166667,13.056501,5.666667,2.924988,1078.750000,0.000000,39.666667,2.054805,5.001,6,305.169
edge-asus,swin_t,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,42.235000,16.316511,15.750000,15.943259,4.250000,4.380354,1038.620000,0.000000,47.000000,1.581139,3.000,4,126.705
edge-asus,swin_t,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,54.557500,21.537710,38.000000,22.438806,4.000000,2.345208,964.620000,0.000000,44.500000,2.061553,3.000,4,163.673
edge-asus,swin_t,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,47.112000,20.249224,17.400000,14.221111,3.800000,3.249615,990.750000,0.000000,37.400000,2.154066,4.001,5,188.495
edge-asus,swin_v2_b,ptc,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,56.756000,20.640318,31.800000,25.995384,7.600000,6.216108,1278.620000,0.000000,50.200000,1.939072,4.001,5,227.081
edge-asus,swin_v2_b,sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,69.475000,15.538111,71.875000,27.200356,5.625000,2.341874,1198.620000,0.000000,47.625000,2.341874,7.002,8,486.464
edge-asus,swin_v2_b,stock,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,65.694286,20.935551,32.000000,20.255511,5.714286,3.614032,1230.750000,0.000000,42.142857,2.231500,6.001,7,394.231
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,31.680455,2.603866,7.170455,6.503883,1.022727,0.929042,1095.522727,8.002453,43.034091,1.393564,87.014,88,2756.643
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,27.608372,2.080007,4.918605,4.648618,0.488372,0.499865,992.005814,5.557702,40.790698,1.221096,85.015,86,2347.126
edge-asus,fcn_resnet101,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,30.477471,2.481680,6.758621,5.566661,1.402299,1.254507,1064.244253,5.699110,45.344828,1.172752,86.015,87,2621.520
edge-asus,fcn_resnet50,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,26.243976,1.684701,4.783133,3.686668,0.614458,0.486723,960.123494,5.889977,40.734940,1.030666,82.014,83,2152.373
edge-asus,mc3_18,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,16.861333,0.529428,0.200000,0.979796,0.040000,0.195959,1092.750000,0.000000,36.026667,0.161107,74.014,75,1247.975
edge-asus,r2plus1d_18,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.166400,0.552670,0.493333,1.445668,0.093333,0.290899,1100.750000,0.000000,40.306667,1.275130,74.015,75,1270.571
edge-asus,r3d_18,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,16.866622,0.502220,0.729730,1.749883,0.148649,0.355742,1096.750000,0.000000,36.000000,0.000000,73.014,74,1231.500
edge-asus,resnet50,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,25.060526,3.278757,7.368421,3.327881,0.842105,0.364642,926.750000,0.000000,41.315789,0.464830,18.003,19,451.165
edge-asus,swin3d_b,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.091867,1.175438,0.546667,1.543099,0.106667,0.308689,1088.750000,0.000000,36.026667,0.161107,74.014,75,1265.037
edge-asus,swin3d_s,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,16.967838,0.513928,0.270270,1.130622,0.054054,0.226124,1084.750000,0.000000,37.000000,0.000000,73.014,74,1238.890
edge-asus,swin3d_t,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,17.023108,0.537006,0.472973,1.463271,0.094595,0.292654,1080.750000,0.000000,38.148649,0.355742,73.015,74,1242.942
edge-asus,swin_s,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,25.353158,3.368870,7.210526,3.253807,0.842105,0.364642,926.750000,0.000000,40.473684,0.499307,18.003,19,456.433
edge-asus,swin_t,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,25.341579,3.293592,6.684211,2.734817,0.842105,0.364642,926.750000,0.000000,40.842105,0.364642,18.003,19,456.224
edge-asus,swin_v2_b,vaccel-remote-sol,gpu,1,NVIDIA GeForce RTX 5080 Laptop GPU,25.138947,3.206805,6.894737,3.076135,0.842105,0.364642,926.750000,0.000000,40.052632,0.510282,18.003,19,452.576
