host,model,backend,device,cpu_watts_mean,cpu_watts_std,cpu_util_percent_mean,cpu_util_percent_std,cpu_temp_c_mean,cpu_temp_c_std,duration_sec,num_samples
robot,swin_v2_b,ptc,cpu,9.877725,0.503102,86.546910,4.761387,91.101124,3.581460,355.104,356
robot,swin_v2_b,sol,cpu,10.059085,0.587914,99.280986,5.996066,93.908451,2.906779,283.027,284
robot,swin_v2_b,stock,cpu,9.797548,0.498450,86.903815,4.781890,92.291553,3.113565,366.124,367
edge-asus,deeplabv3_resnet101,vaccel-remote-sol,cpu,41.743359,4.814815,14.090840,1.821812,58.618321,7.097422,130.023,131
edge-asus,deeplabv3_resnet50,vaccel-remote-sol,cpu,30.256549,3.959091,11.707080,1.854042,54.522124,6.036903,112.018,113
edge-asus,fcn_resnet101,vaccel-remote-sol,cpu,42.755725,5.301983,13.936957,1.962883,60.268116,6.648025,137.025,138
edge-asus,fcn_resnet50,vaccel-remote-sol,cpu,31.373525,4.292786,11.983607,1.948449,54.795082,5.586780,121.020,122
edge-asus,mc3_18,vaccel-remote-sol,cpu,8.476538,2.740442,1.843590,1.287772,42.089744,2.354406,77.015,78
edge-asus,r2plus1d_18,vaccel-remote-sol,cpu,8.688462,2.777885,1.896154,1.283269,47.192308,2.708286,77.015,78
edge-asus,r3d_18,vaccel-remote-sol,cpu,8.539103,2.748440,1.903846,1.340536,45.705128,1.321508,77.014,78
edge-asus,resnet50,vaccel-remote-sol,cpu,24.185000,5.684053,11.206667,3.263836,49.666667,2.699794,29.005,30
edge-asus,swin3d_b,vaccel-remote-sol,cpu,8.351667,2.468230,1.893590,1.228543,44.564103,2.010165,77.016,78
edge-asus,swin3d_s,vaccel-remote-sol,cpu,8.439231,2.644324,1.878205,1.292250,45.474359,1.802593,77.015,78
edge-asus,swin3d_t,vaccel-remote-sol,cpu,8.529615,2.711818,1.911538,1.276813,42.282051,1.551653,77.015,78
edge-asus,swin_s,vaccel-remote-sol,cpu,23.982333,5.271150,11.360000,3.098021,50.033333,3.371284,29.005,30
edge-asus,swin_t,vaccel-remote-sol,cpu,23.896000,5.156956,11.550000,3.148730,50.100000,3.091386,29.005,30
edge-asus,swin_v2_b,vaccel-remote-sol,cpu,23.686000,5.495156,11.533333,3.271425,50.733333,3.275498,29.005,30
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-cpu,1.738077,0.121871,17.105385,1.946528,51.969231,2.333497,129.032,130
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-gpu,2.218736,0.210799,23.781609,2.993999,52.701149,2.708501,86.023,87
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-cpu,1.972679,0.152889,18.958929,2.333627,58.205357,1.317048,111.034,112
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-gpu,2.354471,0.254547,26.684706,4.160699,58.905882,2.015373,84.017,85
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-cpu,1.692409,0.120009,16.435766,2.125471,51.489051,2.228275,136.032,137
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-gpu,2.240581,0.211986,24.608140,3.178716,52.941860,2.589580,85.018,86
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-cpu,1.852562,0.156535,17.859504,2.423698,55.000000,1.705606,120.030,121
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-gpu,2.406951,0.270711,25.565854,3.885847,58.926829,2.408220,81.022,82
robot,mc3_18,vaccel-remote-sol,cpu_target-cpu,9.233247,1.902828,71.884416,11.710935,83.714286,10.696349,76.018,77
robot,mc3_18,vaccel-remote-sol,cpu_target-gpu,9.557838,1.706644,75.654054,11.059277,87.162162,8.513943,73.014,74
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-cpu,9.243247,1.810386,72.016883,11.403205,83.233766,10.709743,76.017,77
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-gpu,9.529054,1.853484,75.377027,13.072072,88.351351,8.031076,73.014,74
robot,r3d_18,vaccel-remote-sol,cpu_target-cpu,9.254805,1.826179,72.085714,11.432293,81.948052,10.900847,76.019,77
robot,r3d_18,vaccel-remote-sol,cpu_target-gpu,9.606164,1.685865,76.086301,11.125182,85.890411,9.362650,72.012,73
robot,resnet50,vaccel-remote-sol,cpu_target-cpu,1.493103,0.175855,37.413793,7.885068,51.310345,1.315778,28.006,29
robot,resnet50,vaccel-remote-sol,cpu_target-gpu,2.054444,0.439485,54.622222,16.486613,51.277778,1.366486,17.002,18
robot,swin3d_b,vaccel-remote-sol,cpu_target-cpu,9.205065,1.812088,72.110390,11.336925,83.324675,10.326415,76.025,77
robot,swin3d_b,vaccel-remote-sol,cpu_target-gpu,9.548784,1.853696,75.266216,12.924137,86.121622,9.522311,73.021,74
robot,swin3d_s,vaccel-remote-sol,cpu_target-cpu,9.185974,1.929966,71.767532,11.680258,85.610390,9.543007,76.017,77
robot,swin3d_s,vaccel-remote-sol,cpu_target-gpu,9.609726,1.788883,75.749315,11.504033,88.246575,8.184149,72.012,73
robot,swin3d_t,vaccel-remote-sol,cpu_target-cpu,9.134545,1.961070,71.498701,12.344719,83.844156,9.827162,76.017,77
robot,swin3d_t,vaccel-remote-sol,cpu_target-gpu,9.531370,1.866375,75.669863,11.949479,85.013699,8.738975,72.017,73
robot,swin_s,vaccel-remote-sol,cpu_target-cpu,1.505862,0.161769,37.872414,7.396872,53.758621,0.816011,28.008,29
robot,swin_s,vaccel-remote-sol,cpu_target-gpu,2.050556,0.426321,54.705556,17.727363,53.000000,1.452966,17.005,18
robot,swin_t,vaccel-remote-sol,cpu_target-cpu,1.493793,0.161040,37.841379,7.315007,52.724138,0.581114,28.007,29
robot,swin_t,vaccel-remote-sol,cpu_target-gpu,2.024444,0.401874,54.538889,16.843731,52.111111,1.629209,17.005,18
robot,swin_v2_b,vaccel-remote-sol,cpu_target-cpu,1.515862,0.169024,37.658621,7.817466,53.551724,0.854449,28.005,29
robot,swin_v2_b,vaccel-remote-sol,cpu_target-gpu,2.067222,0.434202,54.955556,17.558038,54.111111,1.696038,17.003,18
