host,model,backend,device,net_rx_mbps_mean,net_rx_mbps_std,net_tx_mbps_mean,net_tx_mbps_std,duration_sec,num_samples
edge-asus,swin3d_b,vaccel-remote-ptc,edge-asus-cpu,8.347412,1.804160,0.024941,0.004795,180.037,181
edge-asus,swin3d_b,vaccel-remote-ptc,edge-asus-gpu,16.365916,3.180060,0.046205,0.008728,180.035,181
edge-asus,swin3d_b,vaccel-remote-sol,edge-asus-cpu,8.029272,1.751668,0.024427,0.005695,180.033,181
edge-asus,swin3d_b,vaccel-remote-sol,edge-asus-gpu,16.402761,3.134854,0.046341,0.008215,180.036,181
edge-asus,swin3d_s,vaccel-remote-ptc,edge-asus-cpu,10.749239,2.164595,0.030671,0.005644,180.035,181
edge-asus,swin3d_s,vaccel-remote-ptc,edge-asus-gpu,16.455253,3.138870,0.045891,0.008602,180.035,181
edge-asus,swin3d_s,vaccel-remote-sol,edge-asus-cpu,10.948798,2.195679,0.031357,0.006679,180.033,181
edge-asus,swin3d_s,vaccel-remote-sol,edge-asus-gpu,16.588382,3.055100,0.046064,0.008364,180.035,181
edge-asus,swin_s,vaccel-remote-ptc,edge-asus-cpu,8.087940,1.547927,0.071614,0.013615,180.030,181
edge-asus,swin_s,vaccel-remote-ptc,edge-asus-gpu,8.366733,1.680537,0.073083,0.014621,180.036,181
edge-asus,swin_s,vaccel-remote-sol,edge-asus-cpu,8.234889,1.537848,0.072685,0.013855,180.031,181
edge-asus,swin_s,vaccel-remote-sol,edge-asus-gpu,8.393933,1.803188,0.073267,0.015741,180.036,181
edge-asus,swin_t,vaccel-remote-ptc,edge-asus-cpu,8.273854,1.521912,0.072754,0.013433,180.034,181
edge-asus,swin_t,vaccel-remote-ptc,edge-asus-gpu,8.446085,1.925735,0.073861,0.016894,180.036,181
edge-asus,swin_t,vaccel-remote-sol,edge-asus-cpu,8.258090,1.577755,0.072755,0.014083,180.033,181
edge-asus,swin_t,vaccel-remote-sol,edge-asus-gpu,8.434123,1.906943,0.073729,0.016638,180.036,181
edge-asus,swin_v2_b,vaccel-remote-ptc,edge-asus-cpu,5.559315,0.968843,0.049592,0.008583,180.032,181
edge-asus,swin_v2_b,vaccel-remote-ptc,edge-asus-gpu,8.330138,2.002192,0.072826,0.017493,180.035,181
edge-asus,swin_v2_b,vaccel-remote-sol,edge-asus-cpu,6.588678,1.238060,0.058825,0.010704,180.031,181
edge-asus,swin_v2_b,vaccel-remote-sol,edge-asus-gpu,8.238087,1.965075,0.071842,0.016980,180.035,181
robot,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-cpu,20.986571,4.300812,3.449252,0.723640,180.047,181
robot,deeplabv3_resnet101,vaccel-remote-ptc,edge-asus-gpu,35.759617,6.764348,5.896040,1.124372,180.078,181
robot,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-cpu,20.986591,4.111193,3.449122,0.657826,180.042,181
robot,deeplabv3_resnet101,vaccel-remote-sol,edge-asus-gpu,35.253207,7.936338,5.805890,1.300750,180.072,181
robot,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-cpu,25.358982,4.794923,4.172971,0.797610,180.064,181
robot,deeplabv3_resnet50,vaccel-remote-ptc,edge-asus-gpu,35.194303,6.861064,5.808892,1.120143,180.075,181
robot,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-cpu,25.588793,4.824002,4.210220,0.819831,180.050,181
robot,deeplabv3_resnet50,vaccel-remote-sol,edge-asus-gpu,36.495906,6.994502,6.014120,1.156830,180.075,181
robot,fcn_resnet101,vaccel-remote-ptc,edge-asus-cpu,20.296486,3.860982,3.339131,0.638859,180.050,181
robot,fcn_resnet101,vaccel-remote-ptc,edge-asus-gpu,35.598420,6.564220,5.873278,1.098151,180.068,181
robot,fcn_resnet101,vaccel-remote-sol,edge-asus-cpu,20.181288,3.728415,3.316978,0.603209,180.043,181
robot,fcn_resnet101,vaccel-remote-sol,edge-asus-gpu,35.621415,6.717589,5.870308,1.108607,180.076,181
robot,fcn_resnet50,vaccel-remote-ptc,edge-asus-cpu,24.001424,4.548216,3.943672,0.753641,180.043,181
robot,fcn_resnet50,vaccel-remote-ptc,edge-asus-gpu,37.205727,7.699346,6.139708,1.270348,180.061,181
robot,fcn_resnet50,vaccel-remote-sol,edge-asus-cpu,23.932210,4.322471,3.938160,0.730510,180.047,181
robot,fcn_resnet50,vaccel-remote-sol,edge-asus-gpu,35.943883,6.899409,5.924441,1.150773,180.076,181
robot,r2plus1d_18,vaccel-remote-ptc,edge-asus-cpu,0.025081,0.004539,10.364265,2.102662,180.062,181
robot,r2plus1d_18,vaccel-remote-ptc,edge-asus-gpu,0.038587,0.008187,16.428493,3.565787,180.081,181
robot,r2plus1d_18,vaccel-remote-sol,edge-asus-cpu,0.023352,0.004203,9.448852,1.814577,180.081,181
robot,r2plus1d_18,vaccel-remote-sol,edge-asus-gpu,0.038844,0.007154,16.428994,3.120498,180.090,181
robot,r3d_18,vaccel-remote-ptc,edge-asus-cpu,0.026801,0.005017,11.266569,2.218537,180.055,181
robot,r3d_18,vaccel-remote-ptc,edge-asus-gpu,0.039569,0.007614,16.800088,3.332984,180.090,181
robot,r3d_18,vaccel-remote-sol,edge-asus-cpu,0.026877,0.005829,11.147436,2.528563,180.050,181
robot,r3d_18,vaccel-remote-sol,edge-asus-gpu,0.039436,0.008777,16.614870,3.770962,180.102,181
robot,resnet50,vaccel-remote-ptc,edge-asus-cpu,0.070022,0.012480,8.309937,1.497413,180.055,181
robot,resnet50,vaccel-remote-ptc,edge-asus-gpu,0.071327,0.017218,8.482609,2.029115,180.052,181
robot,resnet50,vaccel-remote-sol,edge-asus-cpu,0.069710,0.012726,8.264733,1.547371,180.062,181
robot,resnet50,vaccel-remote-sol,edge-asus-gpu,0.070339,0.018086,8.377168,2.163423,180.057,181
robot,swin3d_b,vaccel-remote-ptc,edge-asus-cpu,0.020990,0.003945,8.347167,1.819200,180.066,181
robot,swin3d_b,vaccel-remote-ptc,edge-asus-gpu,0.039011,0.007434,16.375452,3.196557,180.074,181
robot,swin3d_b,vaccel-remote-sol,edge-asus-cpu,0.020231,0.003871,8.028880,1.787786,180.059,181
robot,swin3d_b,vaccel-remote-sol,edge-asus-gpu,0.038713,0.007248,16.415638,3.143830,180.096,181
robot,swin3d_s,vaccel-remote-ptc,edge-asus-cpu,0.025870,0.004724,10.749034,2.177687,180.045,181
robot,swin3d_s,vaccel-remote-ptc,edge-asus-gpu,0.038782,0.007304,16.455040,3.156761,180.114,181
robot,swin3d_s,vaccel-remote-sol,edge-asus-cpu,0.026176,0.004845,10.948608,2.181433,180.046,181
robot,swin3d_s,vaccel-remote-sol,edge-asus-gpu,0.038925,0.007069,16.588114,3.062502,180.106,181
robot,swin_s,vaccel-remote-ptc,edge-asus-cpu,0.068746,0.013115,8.087651,1.549074,180.058,181
robot,swin_s,vaccel-remote-ptc,edge-asus-gpu,0.070254,0.014066,8.366667,1.682177,180.049,181
robot,swin_s,vaccel-remote-sol,edge-asus-cpu,0.069473,0.012893,8.237413,1.542499,180.064,181
robot,swin_s,vaccel-remote-sol,edge-asus-gpu,0.070520,0.015145,8.393692,1.821651,180.059,181
robot,swin_t,vaccel-remote-ptc,edge-asus-cpu,0.069714,0.012861,8.273569,1.535346,180.071,181
robot,swin_t,vaccel-remote-ptc,edge-asus-gpu,0.070991,0.016163,8.446041,1.934345,180.053,181
robot,swin_t,vaccel-remote-sol,edge-asus-cpu,0.069620,0.013188,8.257716,1.594864,180.056,181
robot,swin_t,vaccel-remote-sol,edge-asus-gpu,0.070885,0.015923,8.433500,1.881081,180.057,181
robot,swin_v2_b,vaccel-remote-ptc,edge-asus-cpu,0.047588,0.008257,5.558982,0.985813,180.056,181
robot,swin_v2_b,vaccel-remote-ptc,edge-asus-gpu,0.070096,0.016801,8.330007,2.005818,180.050,181
robot,swin_v2_b,vaccel-remote-sol,edge-asus-cpu,0.056265,0.010315,6.588448,1.239031,180.057,181
robot,swin_v2_b,vaccel-remote-sol,edge-asus-gpu,0.069178,0.016326,8.237891,1.969981,180.057,181
